Product ID,Published State,Purchase Type,Auto Translate,Locale; Title; Description,Auto Fill Prices,Price,Pricing Template ID,EEA Withdrawal Right Type,Reduced VAT Rates,Communications and amusement taxes,Tokenized digital asset declared
com.fungames.colorfy.angela1,published,managed_by_android,false,en_US; Color Me Series Volume I; Set of images for painting,false,US; 2290000; SK; 2100000; PK; 208000000; SA; 7460000; AT; 2100000; MA; 19180000; AE; 7310000; LI; 1900000; RU; 122340000; GB; 1550000; CZ; 57410000; CH; 1900000; SI; 2140000; NG; 396440000; ID; 26920000000; FR; 2100000; IN; 128730000; EG; 15780000; UA; 42330000; KR; 2252000000; BG; 4120000; RO; 9590000; DK; 16340000; KZ; 550440000; NO; 16130000; MY; 8310000; SG; 2750000; TR; 5770000; ZA; 26080000; ES; 2120000; JP; 238000000; SE; 20450000; BR; 7670000; BO; 13750000; IT; 2140000; EE; 2100000; BE; 2120000; TH; 70180000; CY; 2080000; VN; 44330000000; NL; 2120000; CO; 5729000000; IE; 2150000; QA; 7240000; PH; 91560000; CR; 1061000000; DE; 2080000; PE; 6450000; FI; 2170000; AU; 2740000; GR; 2150000; HU; 688340000; PT; 2150000; LT; 2120000; PL; 9130000; US; 1990000; NZ; 2930000; CA; 2570000; TW; 64000000; LB; 3001000000; LU; 2050000; CL; 1340000000; MX; 32600000; IL; 7600000; KW; 1980000; BH; 1990000; OM; 1990000; HR; 2390000; LV; 2290000; MO; 15880000; KE; 200000000; KH; 1990000; TZ; 4400000000; LK; 300000000,,,,,false
com.fungames.colorfy.angela2,published,managed_by_android,false,en_US; Color Me Series Volume II; Set of images for painting,false,US; 2290000; SK; 2100000; PK; 208000000; SA; 7460000; AT; 2100000; MA; 19180000; AE; 7310000; LI; 1900000; RU; 122340000; GB; 1550000; CZ; 57410000; CH; 1900000; SI; 2140000; NG; 396440000; ID; 26920000000; FR; 2100000; IN; 128730000; EG; 15780000; UA; 42330000; KR; 2252000000; BG; 4120000; RO; 9590000; DK; 16340000; KZ; 550440000; NO; 16130000; MY; 8310000; SG; 2750000; TR; 5770000; ZA; 26080000; ES; 2120000; JP; 238000000; SE; 20450000; BR; 7670000; BO; 13750000; IT; 2140000; EE; 2100000; BE; 2120000; TH; 70180000; CY; 2080000; VN; 44330000000; NL; 2120000; CO; 5729000000; IE; 2150000; QA; 7240000; PH; 91560000; CR; 1061000000; DE; 2080000; PE; 6450000; FI; 2170000; AU; 2740000; GR; 2150000; HU; 688340000; PT; 2150000; LT; 2120000; PL; 9130000; US; 1990000; NZ; 2930000; CA; 2570000; TW; 64000000; LB; 3001000000; LU; 2050000; CL; 1340000000; MX; 32600000; IL; 7600000; KW; 1980000; BH; 1990000; OM; 1990000; HR; 2390000; LV; 2290000; MO; 15880000; KE; 200000000; KH; 1990000; TZ; 4400000000; LK; 300000000,,,,,false
com.fungames.colorfy.animals2,published,managed_by_android,false,en_US; Animals Volume II; Set of animal images for painting,false,US; 2370000; ZA; 24610000; DE; 2180000; SA; 7460000; AU; 2690000; AT; 2200000; BE; 2210000; BO; 13710000; BR; 4990000; BG; 4280000; CA; 2580000; CL; 1297000000; CY; 2180000; SG; 2720000; CO; 5498000000; KR; 2290000000; CR; 1061000000; DK; 17030000; EG; 15580000; AE; 7310000; SK; 2200000; SI; 2230000; ES; 2210000; US; 1990000; EE; 2200000; PH; 89920000; FI; 2270000; FR; 2200000; GR; 2250000; NL; 2210000; HU; 713740000; IN; 126470000; ID; 26549000000; IE; 2250000; IL; 7600000; IT; 2230000; JP; 247000000; LB; 2999000000; LI; 1910000; LT; 2210000; LU; 2140000; MY; 7580000; MA; 19640000; MX; 31810000; NO; 16220000; NZ; 3010000; PK; 203000000; PE; 6330000; PL; 9260000; PT; 2250000; GB; 1540000; CZ; 59860000; RO; 9990000; RU; 112960000; SE; 21350000; CH; 1910000; TH; 68570000; TW; 62000000; TR; 5360000; UA; 43920000; VN; 43406000000; KZ; 373580000; QA; 7240000; NG; 395550000; KW; 1980000; BH; 1990000; OM; 1990000; HR; 2390000; LV; 2290000; MO; 15880000; KE; 200000000; KH; 1990000; TZ; 4400000000; LK; 300000000,,,,,false
com.fungames.colorfy.animals3,published,managed_by_android,false,en_US; Animals Volume III; Set of images for painting,false,US; 2290000; SK; 2100000; PK; 208000000; SA; 7460000; AT; 2100000; MA; 19180000; AE; 7310000; LI; 1900000; RU; 122340000; GB; 1550000; CZ; 57410000; CH; 1900000; SI; 2140000; NG; 396440000; ID; 26920000000; FR; 2100000; IN; 128730000; EG; 15780000; UA; 42330000; KR; 2252000000; BG; 4120000; RO; 9590000; DK; 16340000; KZ; 550440000; NO; 16130000; MY; 8310000; SG; 2750000; TR; 5770000; ZA; 26080000; ES; 2120000; JP; 238000000; SE; 20450000; BR; 7670000; BO; 13750000; IT; 2140000; EE; 2100000; BE; 2120000; TH; 70180000; CY; 2080000; VN; 44330000000; NL; 2120000; CO; 5729000000; IE; 2150000; QA; 7240000; PH; 91560000; CR; 1061000000; DE; 2080000; PE; 6450000; FI; 2170000; AU; 2740000; GR; 2150000; HU; 688340000; PT; 2150000; LT; 2120000; PL; 9130000; US; 1990000; NZ; 2930000; CA; 2570000; TW; 64000000; LB; 3001000000; LU; 2050000; CL; 1340000000; MX; 32600000; IL; 7600000; KW; 1980000; BH; 1990000; OM; 1990000; HR; 2390000; LV; 2290000; MO; 15880000; KE; 200000000; KH; 1990000; TZ; 4400000000; LK; 300000000,,,,,false
com.fungames.colorfy.animals4,published,managed_by_android,false,en_US; Animals Volume IV; Set of images for painting,false,US; 2290000; SK; 2100000; PK; 208000000; SA; 7460000; AT; 2100000; MA; 19180000; AE; 7310000; LI; 1900000; RU; 122340000; GB; 1550000; CZ; 57410000; CH; 1900000; SI; 2140000; NG; 396440000; ID; 26920000000; FR; 2100000; IN; 128730000; EG; 15780000; UA; 42330000; KR; 2252000000; BG; 4120000; RO; 9590000; DK; 16340000; KZ; 550440000; NO; 16130000; MY; 8310000; SG; 2750000; TR; 5770000; ZA; 26080000; ES; 2120000; JP; 238000000; SE; 20450000; BR; 7670000; BO; 13750000; IT; 2140000; EE; 2100000; BE; 2120000; TH; 70180000; CY; 2080000; VN; 44330000000; NL; 2120000; CO; 5729000000; IE; 2150000; QA; 7240000; PH; 91560000; CR; 1061000000; DE; 2080000; PE; 6450000; FI; 2170000; AU; 2740000; GR; 2150000; HU; 688340000; PT; 2150000; LT; 2120000; PL; 9130000; US; 1990000; NZ; 2930000; CA; 2570000; TW; 64000000; LB; 3001000000; LU; 2050000; CL; 1340000000; MX; 32600000; IL; 7600000; KW; 1980000; BH; 1990000; OM; 1990000; HR; 2390000; LV; 2290000; MO; 15880000; KE; 200000000; KH; 1990000; TZ; 4400000000; LK; 300000000,,,,,false
com.fungames.colorfy.autumn,published,managed_by_android,false,en_US; Autumn Palette; Palette of colors for painting,false,US; 3530000; ZA; 36950000; DE; 3240000; SA; 11220000; AU; 4010000; AT; 3260000; BE; 3290000; BO; 20630000; BR; 6990000; BG; 6380000; CA; 3810000; CL; 1918000000; CY; 3240000; SG; 4070000; CO; 8033000000; KR; 3420000000; CR; 1601000000; DK; 25360000; EG; 23420000; AE; 10980000; SK; 3260000; SI; 3320000; ES; 3290000; US; 2990000; EE; 3260000; PH; 135080000; FI; 3370000; FR; 3260000; GR; 3350000; NL; 3290000; HU; 1073150000; IN; 189550000; ID; 39863000000; IE; 3350000; IL; 11300000; IT; 3320000; JP; 369000000; LB; 4505000000; LI; 2830000; LT; 3290000; LU; 3180000; MY; 11380000; MA; 29310000; MX; 46810000; NO; 24310000; NZ; 4460000; PK; 304000000; PE; 9510000; PL; 13830000; PT; 3350000; GB; 2290000; CZ; 89030000; RO; 14870000; RU; 169190000; SE; 31830000; CH; 2830000; TH; 101830000; TW; 93000000; TR; 7880000; UA; 66390000; VN; 65216000000; KZ; 561580000; QA; 10880000; NG; 594600000; KW; 2970000; BH; 2990000; OM; 2990000; HR; 3450000; LV; 3390000; MO; 23880000; KE; 300000000; KH; 2990000; TZ; 6500000000; LK; 450000000,,,,,false
com.fungames.colorfy.cats1,published,managed_by_android,false,en_US; Cats Volume I; Set of cat images for painting,false,US; 2340000; ZA; 24960000; DE; 2150000; SA; 7460000; AU; 2730000; AT; 2170000; BE; 2190000; BO; 13730000; BR; 4990000; BG; 4250000; CA; 2580000; CL; 1325000000; CY; 2150000; SG; 2720000; CO; 5669000000; KR; 2312000000; CR; 1061000000; DK; 16890000; EG; 15580000; AE; 7310000; SK; 2170000; SI; 2210000; ES; 2190000; US; 1990000; EE; 2170000; PH; 90410000; FI; 2240000; FR; 2170000; GR; 2230000; NL; 2190000; HU; 711200000; IN; 127040000; ID; 26768000000; IE; 2230000; IL; 7500000; IT; 2210000; JP; 247000000; LB; 3000000000; LI; 1930000; LT; 2190000; LU; 2120000; MY; 7590000; MA; 19560000; MX; 32340000; NO; 16220000; NZ; 2980000; PK; 203000000; PE; 6330000; PL; 9190000; PT; 2230000; GB; 1520000; CZ; 59390000; RO; 9900000; RU; 116880000; SE; 21480000; CH; 1930000; TH; 69590000; TW; 63000000; TR; 5500000; UA; 43810000; VN; 43404000000; KZ; 373580000; QA; 7240000; NG; 395550000; KW; 1980000; BH; 1990000; OM; 1990000; HR; 2390000; LV; 2290000; MO; 15880000; KE; 200000000; KH; 1990000; TZ; 4400000000; LK; 300000000,,,,,false
com.fungames.colorfy.chillmood,published,managed_by_android,false,en_US; Chill Mood Palette; Palette of colors for painting,false,US; 3530000; ZA; 36900000; DE; 3240000; SA; 11220000; AU; 4000000; AT; 3260000; BE; 3290000; BO; 20630000; BR; 6990000; BG; 6380000; CA; 3810000; CL; 1918000000; CY; 3240000; SG; 4070000; CO; 8033000000; KR; 3413000000; CR; 1601000000; DK; 25350000; EG; 23420000; AE; 10980000; SK; 3260000; SI; 3320000; ES; 3290000; US; 2990000; EE; 3260000; PH; 135080000; FI; 3370000; FR; 3260000; GR; 3350000; NL; 3290000; HU; 1073150000; IN; 189640000; ID; 39868000000; IE; 3350000; IL; 11300000; IT; 3320000; JP; 369000000; LB; 4505000000; LI; 2830000; LT; 3290000; LU; 3180000; MY; 11380000; MA; 29290000; MX; 46810000; NO; 24270000; NZ; 4460000; PK; 304000000; PE; 9510000; PL; 13810000; PT; 3350000; GB; 2290000; CZ; 89000000; RO; 14870000; RU; 169180000; SE; 31800000; CH; 2830000; TH; 101810000; TW; 93000000; TR; 7880000; UA; 66390000; VN; 65215000000; KZ; 561580000; QA; 10880000; NG; 594600000; KW; 2970000; BH; 2990000; OM; 2990000; HR; 3450000; LV; 3390000; MO; 23880000; KE; 300000000; KH; 2990000; TZ; 6500000000; LK; 450000000,,,,,false
com.fungames.colorfy.christmas2,published,managed_by_android,false,en_US; Christmas Volume II; Set of images for painting,false,US; 2450000; NZ; 2950000; EG; 15590000; IE; 2250000; TH; 71820000; CA; 2750000; AE; 7310000; LB; 2999000000; NL; 2210000; IT; 2230000; PE; 6720000; SA; 7470000; LT; 2210000; RO; 10230000; EE; 2200000; CY; 2180000; ID; 27878000000; PK; 209000000; VN; 44876000000; CH; 1980000; KZ; 629040000; KR; 2355000000; BE; 2210000; NG; 396190000; LI; 1980000; SE; 21290000; PH; 94370000; ES; 2210000; IN; 132280000; CR; 1057000000; TW; 66000000; IL; 7800000; BO; 13750000; TR; 5840000; FR; 2200000; QA; 7250000; CZ; 60020000; BR; 7730000; SK; 2200000; CL; 1403000000; BG; 4310000; AT; 2200000; CO; 6640000000; HU; 735330000; MY; 8590000; RU; 140540000; GB; 1600000; NO; 21660000; LU; 2140000; MX; 33840000; DK; 17110000; AU; 2770000; JP; 244000000; US; 1990000; UA; 46690000; DE; 2180000; MA; 19730000; SI; 2230000; FI; 2270000; ZA; 29780000; GR; 2250000; PL; 9690000; PT; 2250000; SG; 2820000; KW; 1980000; BH; 1990000; OM; 1990000; HR; 2390000; LV; 2290000; MO; 15880000; KE; 200000000; KH; 1990000; TZ; 4400000000; LK; 300000000,,,,,false
com.fungames.colorfy.exotic1,published,managed_by_android,false,en_US; Exotic Volume I; Set of exotic images for painting,false,US; 2360000; ZA; 24530000; DE; 2170000; SA; 7460000; AU; 2680000; AT; 2180000; BE; 2200000; BO; 13710000; BR; 4990000; BG; 4270000; CA; 2580000; CL; 1294000000; CY; 2170000; SG; 2710000; CO; 5509000000; KR; 2304000000; CR; 1061000000; DK; 16960000; EG; 15580000; AE; 7310000; SK; 2180000; SI; 2220000; ES; 2200000; US; 1990000; EE; 2180000; PH; 89770000; FI; 2260000; FR; 2180000; GR; 2240000; NL; 2200000; HU; 711200000; IN; 126460000; ID; 26548000000; IE; 2240000; IL; 7600000; IT; 2220000; JP; 247000000; LB; 2999000000; LI; 1910000; LT; 2200000; LU; 2130000; MY; 7580000; MA; 19590000; MX; 31820000; NO; 16140000; NZ; 3000000; PK; 203000000; PE; 6330000; PL; 9250000; PT; 2240000; GB; 1540000; CZ; 59650000; RO; 9960000; RU; 113190000; SE; 21230000; CH; 1910000; TH; 68470000; TW; 62000000; TR; 5340000; UA; 43920000; VN; 43404000000; KZ; 373580000; QA; 7240000; NG; 395550000; KW; 1980000; BH; 1990000; OM; 1990000; HR; 2390000; LV; 2290000; MO; 15880000; KE; 200000000; KH; 1990000; TZ; 4400000000; LK; 300000000,,,,,false
com.fungames.colorfy.exotic2,published,managed_by_android,false,en_US; Exotic Volume II; Set of exotic images for painting,false,US; 2400000; SE; 21100000; PT; 2200000; SA; 7460000; HU; 702310000; AE; 7310000; LB; 2999000000; MX; 32590000; NG; 395950000; RU; 128820000; GR; 2200000; LU; 2090000; MY; 7980000; NO; 16340000; GB; 1540000; SK; 2150000; IE; 2200000; AT; 2150000; IL; 7600000; CL; 1364000000; JP; 247000000; UA; 42980000; FR; 2150000; CY; 2130000; VN; 43956000000; ZA; 25520000; PL; 9180000; AU; 2700000; KZ; 374180000; FI; 2220000; SI; 2180000; PK; 203000000; EG; 15580000; CO; 5919000000; CH; 1940000; PH; 91860000; LT; 2170000; DE; 2130000; BO; 13690000; QA; 7250000; IN; 129880000; DK; 16660000; EE; 2150000; SG; 2780000; RO; 9770000; BG; 4190000; BR; 7000000; NL; 2170000; LI; 1940000; CR; 1061000000; NZ; 3030000; CA; 2600000; PE; 6430000; BE; 2170000; IT; 2180000; ES; 2170000; CZ; 58370000; TR; 5610000; TH; 70010000; US; 1990000; MA; 19390000; ID; 27348000000; TW; 64000000; KR; 2342000000; KW; 1980000; BH; 1990000; OM; 1990000; HR; 2390000; LV; 2290000; MO; 15880000; KE; 200000000; KH; 1990000; TZ; 4400000000; LK; 300000000,,,,,false
com.fungames.colorfy.exotic3,published,managed_by_android,false,en_US; Exotic Volume III; Set of images for painting,false,US; 2290000; SK; 2100000; PK; 208000000; SA; 7460000; AT; 2100000; MA; 19180000; AE; 7310000; LI; 1900000; RU; 122340000; GB; 1550000; CZ; 57410000; CH; 1900000; SI; 2140000; NG; 396440000; ID; 26920000000; FR; 2100000; IN; 128730000; EG; 15780000; UA; 42330000; KR; 2252000000; BG; 4120000; RO; 9590000; DK; 16340000; KZ; 550440000; NO; 16130000; MY; 8310000; SG; 2750000; TR; 5770000; ZA; 26080000; ES; 2120000; JP; 238000000; SE; 20450000; BR; 7670000; BO; 13750000; IT; 2140000; EE; 2100000; BE; 2120000; TH; 70180000; CY; 2080000; VN; 44330000000; NL; 2120000; CO; 5729000000; IE; 2150000; QA; 7240000; PH; 91560000; CR; 1061000000; DE; 2080000; PE; 6450000; FI; 2170000; AU; 2740000; GR; 2150000; HU; 688340000; PT; 2150000; LT; 2120000; PL; 9130000; US; 1990000; NZ; 2930000; CA; 2570000; TW; 64000000; LB; 3001000000; LU; 2050000; CL; 1340000000; MX; 32600000; IL; 7600000; KW; 1980000; BH; 1990000; OM; 1990000; HR; 2390000; LV; 2290000; MO; 15880000; KE; 200000000; KH; 1990000; TZ; 4400000000; LK; 300000000,,,,,false
com.fungames.colorfy.famous2,published,managed_by_android,false,en_US; Famous Volume II; Set of famous images for painting,false,US; 2340000; ZA; 24960000; DE; 2150000; SA; 7460000; AU; 2730000; AT; 2170000; BE; 2190000; BO; 13730000; BR; 4990000; BG; 4250000; CA; 2580000; CL; 1325000000; CY; 2150000; SG; 2720000; CO; 5669000000; KR; 2312000000; CR; 1061000000; DK; 16890000; EG; 15580000; AE; 7310000; SK; 2170000; SI; 2210000; ES; 2190000; US; 1990000; EE; 2170000; PH; 90410000; FI; 2240000; FR; 2170000; GR; 2230000; NL; 2190000; HU; 711200000; IN; 127040000; ID; 26768000000; IE; 2230000; IL; 7500000; IT; 2210000; JP; 247000000; LB; 3000000000; LI; 1930000; LT; 2190000; LU; 2120000; MY; 7590000; MA; 19560000; MX; 32340000; NO; 16220000; NZ; 2980000; PK; 203000000; PE; 6330000; PL; 9190000; PT; 2230000; GB; 1520000; CZ; 59390000; RO; 9900000; RU; 116880000; SE; 21480000; CH; 1930000; TH; 69590000; TW; 63000000; TR; 5500000; UA; 43810000; VN; 43404000000; KZ; 373580000; QA; 7240000; NG; 395550000; KW; 1980000; BH; 1990000; OM; 1990000; HR; 2390000; LV; 2290000; MO; 15880000; KE; 200000000; KH; 1990000; TZ; 4400000000; LK; 300000000,,,,,false
com.fungames.colorfy.fanciful1,published,managed_by_android,false,en_US; Fanciful Fashions Volume I; Set of images for painting,false,US; 2290000; SK; 2100000; PK; 208000000; SA; 7460000; AT; 2100000; MA; 19180000; AE; 7310000; LI; 1900000; RU; 122340000; GB; 1550000; CZ; 57410000; CH; 1900000; SI; 2140000; NG; 396440000; ID; 26920000000; FR; 2100000; IN; 128730000; EG; 15780000; UA; 42330000; KR; 2252000000; BG; 4120000; RO; 9590000; DK; 16340000; KZ; 550440000; NO; 16130000; MY; 8310000; SG; 2750000; TR; 5770000; ZA; 26080000; ES; 2120000; JP; 238000000; SE; 20450000; BR; 7670000; BO; 13750000; IT; 2140000; EE; 2100000; BE; 2120000; TH; 70180000; CY; 2080000; VN; 44330000000; NL; 2120000; CO; 5729000000; IE; 2150000; QA; 7240000; PH; 91560000; CR; 1061000000; DE; 2080000; PE; 6450000; FI; 2170000; AU; 2740000; GR; 2150000; HU; 688340000; PT; 2150000; LT; 2120000; PL; 9130000; US; 1990000; NZ; 2930000; CA; 2570000; TW; 64000000; LB; 3001000000; LU; 2050000; CL; 1340000000; MX; 32600000; IL; 7600000; KW; 1980000; BH; 1990000; OM; 1990000; HR; 2390000; LV; 2290000; MO; 15880000; KE; 200000000; KH; 1990000; TZ; 4400000000; LK; 300000000,,,,,false
