Product ID,Published State,Purchase Type,Auto Translate,Locale; Title; Description,Auto Fill Prices,Price,Pricing Template ID,EEA Withdrawal Right Type,Reduced VAT Rates,Communications and amusement taxes,Tokenized digital asset declared
com.fungames.battleroyale.battlepass20,published,managed_by_android,false,en-US; Battle Pass; A VIP pass to the Battle Arena,false,IE; 18000000; DZ; 2400000000; AU; 32990000; AT; 21990000; BH; 20990000; BD; 1700000000; BE; 21990000; BM; 19990000; BO; 139990000; BR; 82990000; VG; 19990000; BG; 41990000; KH; 19990000; CA; 26990000; KY; 19990000; CL; 14400000000; CO; 69000000000; CR; 11300000000; HR; 21900000; CY; 20990000; CZ; 549990000; DK; 169000000; EG; 329990000; EE; 21990000; FI; 21990000; FR; 21990000; GE; 59000000; DE; 20990000; GH; 110000000; GR; 21990000; HK; 158000000; HU; 7590000000; IN; 1700000000; ID; 289000000000; IQ; 23600000000; IE; 21990000; IL; 70000000; IT; 21990000; JP; 2120000000; JO; 14150000; KZ; 7790000000; KE; 2100000000; KW; 19990000; LV; 21990000; LB; 30250000000; LI; 20000000; LT; 21990000; LU; 20990000; MO; 159000000; MY; 83990000; MX; 405000000; MA; 189990000; MM; 30000000000; NL; 21990000; NZ; 35990000; NG; 7200000000; NO; 225000000; OM; 19990000; PK; 3200000000; PY; 125000000000; PE; 67990000; PH; 1050000000; PL; 96990000; PT; 21990000; QA; 73000000; RO; 99990000; RU; 1599000000; SA; 78990000; RS; 2499000000; SG; 27980000; SK; 21990000; SI; 21990000; ZA; 354990000; KR; 27000000000; ES; 21990000; LK; 3600000000; SE; 245000000; CH; 20000000; TW; 660000000; TZ; 46000000000; TH; 600000000; TR; 389990000; TC; 19990000; UA; 499990000; AE; 76990000; GB; 19490000; US; 19990000; VN; 463000000000; FM; 19990000; EC; 21990000; PA; 21990000; SV; 21990000; GI; 15490000; MC; 21990000; SM; 17990000; VA; 17990000,4637391427586710653,DIGITAL_CONTENT,,,false
com.fungames.battleroyale.blackchest40,published,managed_by_android,false,en-US; Black Chest; Black Chest Tier 40,false,IE; 36000000; AE; 154990000; AT; 42990000; AU; 64990000; BD; 3400000000; BE; 43990000; BG; 83990000; BH; 41990000; BM; 39990000; BO; 274990000; BR; 164990000; CA; 52990000; CH; 39000000; CL; 28800000000; CO; 139000000000; CR; 22600000000; CY; 42990000; CZ; 1099990000; DE; 42990000; DK; 335000000; DZ; 4775000000; EC; 43990000; EE; 42990000; EG; 659990000; ES; 43990000; FI; 44990000; FM; 39990000; FR; 42990000; GB; 38990000; GE; 124000000; GH; 220000000; GI; 30990000; GR; 44990000; HK; 309000000; HR; 44460000; HU; 14999000000; ID; 590000000000; IE; 43990000; IL; 149000000; IN; 3400000000; IQ; 47150000000; IT; 43990000; JO; 28300000; JP; 4220000000; KE; 4100000000; KH; 39990000; KR; 55000000000; KW; 39990000; KY; 39990000; KZ; 15990000000; LI; 39000000; LK; 7200000000; LT; 43990000; LU; 41990000; LV; 43990000; MA; 384990000; MC; 42990000; MM; 61000000000; MO; 319000000; MX; 809000000; MY; 99990000; NG; 14500000000; NL; 43990000; NO; 449000000; NZ; 74990000; OM; 39990000; PA; 43990000; PE; 134990000; PH; 2100000000; PK; 6400000000; PL; 194990000; PT; 43990000; PY; 250000000000; QA; 145000000; RO; 204990000; RS; 4999000000; RU; 3190000000; SA; 154990000; SE; 485000000; SG; 54990000; SI; 43990000; SK; 42990000; SM; 35990000; SV; 43990000; TC; 39990000; TH; 796990000; TR; 274990000; TW; 1320000000; TZ; 92000000000; UA; 999990000; US; 39990000; VA; 35990000; VG; 39990000; VN; 543303000000; ZA; 709990000,,DIGITAL_CONTENT,,,false
com.fungames.battleroyale.blackchest85,published,managed_by_android,false,en-US; Black Chest; Black Chest Tier 85,false,IE; 75000000; DZ; 10500000000; AU; 134990000; AT; 89990000; BH; 84990000; BD; 6900000000; BE; 89990000; BM; 79990000; BO; 559990000; BR; 439990000; VG; 79990000; BG; 174990000; KH; 79990000; CA; 114990000; KY; 79990000; CL; 68000000000; CO; 319000000000; CR; 46200000000; HR; 94100000; CY; 89990000; CZ; 2499990000; DK; 699000000; EG; 1299990000; EE; 89990000; FI; 94990000; FR; 89990000; GE; 249000000; DE; 89990000; GH; 470000000; GR; 94990000; HK; 629000000; HU; 33499000000; IN; 7200000000; ID; 1211125000000; IQ; 96800000000; IE; 89990000; IL; 275000000; IT; 89990000; JP; 8700000000; JO; 58000000; KZ; 34990000000; KE; 8700000000; KW; 79990000; LV; 89990000; LB; 123250000000; LI; 80000000; LT; 89990000; LU; 89990000; MO; 649000000; MY; 369990000; MX; 1949000000; MA; 809990000; MM; 115000000000; NL; 89990000; NZ; 154990000; NG; 31500000000; NO; 1049000000; OM; 79990000; PK; 13100000000; PY; 550000000000; PE; 274990000; PH; 4100000000; PL; 419990000; PT; 89990000; QA; 300000000; RO; 429990000; RU; 7199000000; SA; 319990000; RS; 10999000000; SG; 119990000; SK; 89990000; SI; 89990000; ZA; 1699990000; KR; 110000000000; ES; 89990000; LK; 15500000000; SE; 999000000; CH; 80000000; TW; 2540000000; TZ; 188000000000; TH; 2650000000; TR; 669990000; TC; 79990000; UA; 2199990000; AE; 314990000; GB; 77990000; US; 79990000; VN; 1900000000000; FM; 84990000; EC; 89990000; PA; 89990000; SV; 89990000; GI; 64990000; MC; 89990000; SM; 74990000; VA; 74990000,4637692726734469780,DIGITAL_CONTENT,,,false
com.fungames.battleroyale.blastoffer1,published,managed_by_android,false,en-US; Blast Offer US$ 1; Blast Offer bought with US$ 1,false,IE; 900000; AE; 4190000; AT; 1090000; AU; 1590000; BD; 90000000; BE; 1090000; BG; 2090000; BH; 990000; BM; 990000; BO; 7490000; BR; 5490000; CA; 1290000; CH; 1000000; CL; 930000000; CO; 4000000000; CR; 680000000; CY; 1090000; CZ; 27990000; DE; 1090000; DK; 8000000; DZ; 150000000; EC; 990000; EE; 1090000; EG; 16990000; ES; 1090000; FI; 1090000; FM; 990000; FR; 1090000; GB; 890000; GE; 3000000; GH; 6000000; GI; 790000; GR; 1090000; HK; 8000000; HR; 1060000; HU; 399000000; ID; 16000000000; IE; 1090000; IL; 3600000; IN; 95000000; IQ; 1600000000; IT; 1090000; JO; 800000; JP; 120000000; KE; 200000000; KH; 990000; KR; 1300000000; KW; 990000; KY; 990000; KZ; 470000000; LB; 1750000000; LI; 1000000; LK; 225000000; LT; 1090000; LU; 1090000; LV; 1090000; MA; 9690000; MC; 1090000; MM; 2000000000; MO; 8880000; MX; 25000000; MY; 4990000; NG; 450000000; NL; 1090000; NO; 11000000; NZ; 1790000; OM; 990000; PA; 990000; PE; 4190000; PH; 52000000; PK; 170000000; PL; 4890000; PT; 1090000; PY; 5000000000; QA; 4000000; RO; 5490000; RS; 149000000; RU; 99000000; SA; 4690000; SE; 11000000; SG; 1490000; SI; 1090000; SK; 1090000; SM; 890000; SV; 990000; TC; 990000; TH; 34000000; TR; 19990000; TW; 31000000; TZ; 2500000000; UA; 29990000; US; 990000; VA; 890000; VG; 990000; VN; 25000000000; ZA; 16990000,4637321107134813188,DIGITAL_CONTENT,,,false
com.fungames.battleroyale.blastoffer10,published,managed_by_android,false,en-US; Blast Offer T10; Blast Offer T10,false,IE; 9000000; DZ; 1200000000; AU; 15990000; AT; 10990000; BH; 9990000; BD; 850000000; BE; 10990000; BM; 9990000; BO; 68990000; BR; 41990000; VG; 9990000; BG; 20990000; KH; 9990000; CA; 12990000; KY; 9990000; CL; 7200000000; CO; 34500000000; CR; 5700000000; HR; 11280000; CY; 10990000; CZ; 279990000; DK; 85000000; EG; 169990000; EE; 10990000; FI; 10990000; FR; 10990000; GE; 29000000; DE; 10990000; GH; 55000000; GR; 10990000; HK; 78000000; HU; 3790000000; IN; 850000000; ID; 139000000000; IQ; 11800000000; IE; 10990000; IL; 35000000; IT; 10990000; JP; 1060000000; JO; 7050000; KZ; 3890000000; KE; 1000000000; KW; 9990000; LV; 10990000; LB; 15000000000; LI; 9800000; LT; 10990000; LU; 10990000; MO; 80880000; MY; 41990000; MX; 199000000; MA; 95990000; MM; 15000000000; NL; 10990000; NZ; 17990000; NG; 3620000000; NO; 115000000; OM; 9990000; PK; 1600000000; PY; 60000000000; PE; 33990000; PH; 520000000; PL; 48990000; PT; 10990000; QA; 37000000; RO; 49990000; RU; 799000000; SA; 38990000; RS; 1299000000; SG; 13980000; SK; 10990000; SI; 10990000; ZA; 174990000; KR; 13000000000; ES; 10990000; LK; 1800000000; SE; 119000000; CH; 9800000; TW; 330000000; TZ; 23000000000; TH; 300000000; TR; 193990000; TC; 9990000; UA; 249990000; AE; 37990000; GB; 9990000; US; 9990000; VN; 232000000000; FM; 9990000; EC; 10990000; PA; 10990000; SV; 10990000; GI; 7490000; MC; 10990000; SM; 8990000; VA; 8990000,4636243206010446811,DIGITAL_CONTENT,,,false
com.fungames.battleroyale.blastoffer100,published,managed_by_android,false,en-US; Blast Offer T100; Blast Offer T100,false,IE; 95000000; AE; 374990000; AT; 114990000; AU; 159990000; BD; 10000000000; BE; 114990000; BG; 224990000; BH; 109990000; BM; 99990000; BO; 679990000; BR; 519990000; CA; 129990000; CH; 95000000; CL; 108000000000; CO; 480000000000; CR; 60000000000; CY; 109990000; CZ; 2799990000; DE; 114990000; DK; 879000000; DZ; 13500000000; EC; 99990000; EE; 114990000; EG; 2399990000; ES; 114990000; FI; 119990000; FM; 99990000; FR; 114990000; GB; 98990000; GE; 324000000; GH; 1700000000; GI; 81990000; GR; 119990000; HK; 768000000; HR; 119320000; HU; 48999000000; ID; 1490000000000; IE; 114990000; IL; 349900000; IN; 9400000000; IQ; 143000000000; IT; 114990000; JO; 69500000; JP; 13800000000; KE; 14000000000; KH; 99990000; KR; 150000000000; KW; 99990000; KY; 99990000; KZ; 50990000000; LI; 100000000; LK; 36000000000; LT; 114990000; LU; 109990000; LV; 114990000; MA; 1259990000; MC; 114990000; MM; 205000000000; MO; 788000000; MX; 2199000000; MY; 474990000; NG; 46500000000; NL; 114990000; NO; 1249000000; NZ; 184990000; OM; 99990000; PA; 99990000; PE; 374990000; PH; 5600000000; PK; 21900000000; PL; 549990000; PT; 114990000; PY; 700000000000; QA; 360000000; RO; 549990000; RS; 12999000000; RU; 5990000000; SA; 424990000; SE; 1299000000; SG; 139990000; SI; 114990000; SK; 114990000; SM; 94990000; SV; 99990000; TC; 99990000; TH; 3775000000; TR; 2149990000; TW; 3200000000; TZ; 228000000000; UA; 4349990000; US; 99990000; VA; 94990000; VG; 99990000; VN; 2450000000000; ZA; 1949990000,4634541151985614243,DIGITAL_CONTENT,,,false
com.fungames.battleroyale.blastoffer12,published,managed_by_android,false,en-US; Blast Offer T12; Blast Offer T12,false,IE; 10500000; AE; 45990000; AT; 12990000; AU; 17990000; BD; 1000000000; BE; 12990000; BG; 24990000; BH; 12990000; BM; 11990000; BO; 82990000; BR; 65990000; CA; 14990000; CH; 11000000; CL; 11700000000; CO; 48000000000; CR; 7600000000; CY; 12990000; CZ; 309990000; DE; 12990000; DK; 99000000; DZ; 1675000000; EC; 11990000; EE; 12990000; EG; 189990000; ES; 12990000; FI; 12990000; FM; 11990000; FR; 12990000; GB; 10490000; GE; 39000000; GH; 75000000; GI; 8990000; GR; 12990000; HK; 90900000; HR; 13140000; HU; 4790000000; ID; 169000000000; IE; 12990000; IL; 37000000; IN; 1050000000; IQ; 17500000000; IT; 12990000; JO; 8500000; JP; 1380000000; KE; 1600000000; KH; 11990000; KR; 16000000000; KW; 11990000; KY; 11990000; KZ; 5190000000; LI; 12000000; LK; 2425000000; LT; 12990000; LU; 11990000; LV; 12990000; MA; 109990000; MC; 12990000; MM; 21000000000; MO; 95990000; MX; 285000000; MY; 52990000; NG; 5010000000; NL; 12990000; NO; 129000000; NZ; 19990000; OM; 12990000; PA; 11990000; PE; 45990000; PH; 615000000; PK; 2100000000; PL; 57990000; PT; 12990000; PY; 80000000000; QA; 44000000; RO; 59990000; RS; 1499000000; RU; 1090000000; SA; 51990000; SE; 135000000; SG; 16990000; SI; 12990000; SK; 12990000; SM; 10990000; SV; 11990000; TC; 11990000; TH; 425000000; TR; 189990000; TW; 350000000; TZ; 28000000000; UA; 404990000; US; 11990000; VA; 10990000; VG; 11990000; VN; 272000000000; ZA; 209990000,4635135530072503642,DIGITAL_CONTENT,,,false
com.fungames.battleroyale.blastoffer15,published,managed_by_android,false,en-US; Blast Offer T15; Blast Offer T15,false,IE; 13500000; DZ; 1800000000; AU; 23990000; AT; 15990000; BH; 15990000; BD; 1300000000; BE; 15990000; BM; 14990000; BO; 104990000; BR; 61990000; VG; 14990000; BG; 31990000; KH; 14990000; CA; 19990000; KY; 14990000; CL; 10800000000; CO; 52000000000; CR; 8500000000; HR; 16590000; CY; 15990000; CZ; 419990000; DK; 125000000; EG; 249990000; EE; 15990000; FI; 16990000; FR; 15990000; GE; 44000000; DE; 15990000; GH; 80000000; GR; 16990000; HK; 118000000; HU; 5690000000; IN; 1250000000; ID; 209000000000; IQ; 17700000000; IE; 16990000; IL; 52900000; IT; 15990000; JP; 1580000000; JO; 10600000; KZ; 5790000000; KE; 1500000000; KW; 14990000; LV; 15990000; LB; 22750000000; LI; 15000000; LT; 15990000; LU; 15990000; MO; 119000000; MY; 62990000; MX; 299000000; MA; 144990000; MM; 23000000000; NL; 15990000; NZ; 26990000; NG; 5400000000; NO; 169000000; OM; 14990000; PK; 2400000000; PY; 90000000000; PE; 50990000; PH; 785000000; PL; 72990000; PT; 16990000; QA; 55000000; RO; 74990000; RU; 1199000000; SA; 58990000; RS; 1899000000; SG; 20980000; SK; 15990000; SI; 15990000; ZA; 264990000; KR; 20000000000; ES; 15990000; LK; 2700000000; SE; 179000000; CH; 15000000; TW; 490000000; TZ; 34000000000; TH; 450000000; TR; 289990000; TC; 14990000; UA; 374990000; AE; 57990000; GB; 14490000; US; 14990000; VN; 347000000000; FM; 14990000; EC; 16990000; PA; 16990000; SV; 16990000; GI; 11490000; MC; 15990000; SM; 13990000; VA; 13990000,4637023965456051732,DIGITAL_CONTENT,,,false
com.fungames.battleroyale.blastoffer18,published,managed_by_android,false,en-US; Blast Offer T18; Blast Offer T18,false,IE; 16000000; AE; 67990000; AT; 18990000; AU; 25990000; BD; 1500000000; BE; 18990000; BG; 37990000; BH; 18990000; BM; 17990000; BO; 119990000; BR; 86990000; CA; 21990000; CH; 16000000; CL; 16700000000; CO; 67000000000; CR; 11500000000; CY; 18990000; CZ; 479990000; DE; 18990000; DK; 149000000; DZ; 2500000000; EC; 17990000; EE; 18990000; EG; 319990000; ES; 18990000; FI; 19990000; FM; 17990000; FR; 18990000; GB; 15990000; GE; 59000000; GH; 130000000; GI; 13490000; GR; 19990000; HK; 138000000; HR; 19780000; HU; 7590000000; ID; 249000000000; IE; 19990000; IL; 56900000; IN; 1600000000; IQ; 25750000000; IT; 19990000; JO; 12500000; JP; 2100000000; KE; 2300000000; KH; 17990000; KR; 24000000000; KW; 17990000; KY; 17990000; KZ; 8990000000; LI; 18000000; LK; 4850000000; LT; 18990000; LU; 18990000; LV; 18990000; MA; 204990000; MC; 18990000; MM; 31000000000; MO; 139000000; MX; 415000000; MY; 78990000; NG; 7330000000; NL; 18990000; NO; 195000000; NZ; 28990000; OM; 18990000; PA; 17990000; PE; 66990000; PH; 925000000; PK; 3200000000; PL; 91990000; PT; 19990000; PY; 125000000000; QA; 64000000; RO; 94990000; RS; 2299000000; RU; 1890000000; SA; 75990000; SE; 209000000; SG; 25980000; SI; 19990000; SK; 18990000; SM; 15990000; SV; 17990000; TC; 17990000; TH; 625000000; TR; 309990000; TW; 530000000; TZ; 41000000000; UA; 619990000; US; 17990000; VA; 15990000; VG; 17990000; VN; 403000000000; ZA; 304990000,4637886255265333058,DIGITAL_CONTENT,,,false
com.fungames.battleroyale.blastoffer2,published,managed_by_android,false,en-US; Blast Offer T2; Blast Offer T2,false,IE; 1800000; AE; 8390000; AT; 2190000; AU; 3090000; BD; 190000000; BE; 2190000; BG; 4190000; BH; 2490000; BM; 1990000; BO; 14990000; BR; 10990000; CA; 2690000; CH; 2000000; CL; 1900000000; CO; 8000000000; CR; 1400000000; CY; 2090000; CZ; 54990000; DE; 2090000; DK; 17000000; DZ; 300000000; EC; 1990000; EE; 2190000; EG; 33990000; ES; 2190000; FI; 2190000; FM; 1990000; FR; 2190000; GB; 1890000; GE; 7000000; GH; 15000000; GI; 1590000; GR; 2190000; HK; 18000000; HR; 2260000; HU; 790000000; ID; 31000000000; IE; 2190000; IL; 7100000; IN; 190000000; IQ; 3200000000; IT; 2190000; JO; 1550000; JP; 240000000; KE; 300000000; KH; 1990000; KR; 2700000000; KW; 1990000; KY; 1990000; KZ; 890000000; LB; 3250000000; LI; 2000000; LK; 425000000; LT; 2190000; LU; 2090000; LV; 2190000; MA; 18990000; MC; 2190000; MM; 4000000000; MO; 17880000; MX; 49000000; MY; 9490000; NG; 900000000; NL; 2190000; NO; 23000000; NZ; 3490000; OM; 1990000; PA; 1990000; PE; 8490000; PH; 105000000; PK; 340000000; PL; 9890000; PT; 2190000; PY; 10000000000; QA; 8000000; RO; 10990000; RS; 249000000; RU; 189000000; SA; 9390000; SE; 23000000; SG; 2990000; SI; 2190000; SK; 2190000; SM; 1790000; SV; 1990000; TC; 1990000; TH; 68000000; TR; 39990000; TW; 64000000; TZ; 5000000000; UA; 59990000; US; 1990000; VA; 1790000; VG; 1990000; VN; 50000000000; ZA; 33990000,4637950814573706768,DIGITAL_CONTENT,,,false
