Product ID,Published State,Purchase Type,Auto Translate,Locale; Title; Description,Auto Fill Prices,Price,Pricing Template ID,EEA Withdrawal Right Type,Reduced VAT Rates,Communications and amusement taxes,Tokenized digital asset declared
com.fungames.sniper3d.breakpiggytier0,published,managed_by_android,false,en_US; Break Piggy Bank; Up to 250 diamonds,false,IE; 2700000; AE; 10990000; AT; 3190000; AU; 4890000; BD; 320000000; BE; 3290000; BG; 6290000; BH; 3490000; BO; 19990000; BR; 13990000; CA; 3890000; CH; 2600000; CL; 2800000000; CO; 12500000000; CR; 1600000000; CY; 3190000; CZ; 74990000; DE; 3190000; DK; 25000000; DZ; 400000000; EC; 2990000; EE; 3190000; EG; 90990000; ES; 3290000; FI; 3390000; FR; 3190000; GB; 2790000; GH; 40000000; GR; 3390000; HR; 3390000; HU; 1290000000; ID; 44000000000; IE; 3290000; IL; 10900000; IN; 290000000; IT; 3290000; JO; 2100000; JP; 420000000; KE; 500000000; KH; 2990000; KR; 4200000000; KW; 2990000; KZ; 1490000000; LI; 2800000; LK; 900000000; LT; 3290000; LU; 3090000; LV; 3290000; MA; 34990000; MO; 23880000; MX; 59000000; MY; 14990000; NG; 2370000000; NL; 3290000; NO; 39000000; NZ; 5490000; OM; 2990000; PA; 2990000; PE; 10990000; PH; 165000000; PK; 850000000; PL; 14990000; PT; 3290000; PY; 20000000000; QA; 11000000; RO; 15990000; RS; 399000000; RU; 249000000; SA; 12990000; SE; 39000000; SG; 4480000; SI; 3290000; SK; 3190000; SV; 2990000; TH; 110000000; TR; 89990000; TW; 96000000; TZ; 7000000000; UA; 129990000; US; 2990000; VN; 69000000000; ZA; 62990000,4634276932631735410,,,,false
com.fungames.sniper3d.breakpiggytier1,published,managed_by_android,false,en_US; Break Piggy Bank; Up to 3000 diamonds,false,IE; 27500000; AE; 114990000; AT; 32990000; AU; 48990000; BD; 3300000000; BE; 32990000; BG; 64990000; BH; 32990000; BO; 204990000; BR; 144990000; CA; 38990000; CH; 27000000; CL; 28800000000; CO; 125000000000; CR; 16300000000; CY; 32990000; CZ; 799990000; DE; 32990000; DK; 255000000; DZ; 4075000000; EC; 29990000; EE; 32990000; EG; 929990000; ES; 32990000; FI; 33990000; FR; 32990000; GB; 28490000; GH; 420000000; GR; 33990000; HR; 33990000; HU; 12999000000; ID; 449000000000; IE; 33990000; IL; 99900000; IN; 2900000000; IT; 33990000; JO; 21300000; JP; 4300000000; KE; 4900000000; KH; 29990000; KR; 43000000000; KW; 29990000; KZ; 14990000000; LI; 29000000; LK; 9250000000; LT; 32990000; LU; 31990000; LV; 32990000; MA; 359990000; MO; 239000000; MX; 599000000; MY; 149990000; NG; 24000000000; NL; 32990000; NO; 405000000; NZ; 54990000; OM; 31990000; PA; 29990000; PE; 109990000; PH; 1650000000; PK; 8600000000; PL; 149990000; PT; 33990000; PY; 225000000000; QA; 110000000; RO; 159990000; RS; 3899000000; RU; 2499000000; SA; 129990000; SE; 405000000; SG; 43980000; SI; 33990000; SK; 32990000; SV; 29990000; TH; 1125000000; TR; 919990000; TW; 980000000; TZ; 71000000000; UA; 1349990000; US; 29990000; VN; 706000000000; ZA; 639990000,4634212196616706993,,,,false
com.fungames.sniper3d.breakpiggytier2,published,managed_by_android,false,en_US; Break Piggy Bank; Up to 6000 diamonds,false,IE; 46000000; AE; 194990000; AT; 54990000; AU; 82990000; BD; 5400000000; BE; 54990000; BG; 109990000; BH; 54990000; BO; 344990000; BR; 239990000; CA; 65990000; CH; 45000000; CL; 48100000000; CO; 209000000000; CR; 27300000000; CY; 54990000; CZ; 1299990000; DE; 54990000; DK; 429000000; DZ; 6800000000; EC; 49990000; EE; 54990000; EG; 1549990000; ES; 54990000; FI; 54990000; FR; 54990000; GB; 47490000; GH; 700000000; GR; 54990000; HR; 59990000; HU; 21499000000; ID; 790000000000; IE; 54990000; IL; 175000000; IN; 4850000000; IT; 54990000; JO; 35600000; JP; 7200000000; KE; 8200000000; KH; 49990000; KR; 70000000000; KW; 49990000; KZ; 24990000000; LI; 48000000; LK; 15500000000; LT; 54990000; LU; 54990000; LV; 54990000; MA; 599990000; MO; 408000000; MX; 999000000; MY; 249990000; NG; 40500000000; NL; 54990000; NO; 669000000; NZ; 94990000; OM; 54990000; PA; 49990000; PE; 184990000; PH; 2800000000; PK; 14400000000; PL; 249990000; PT; 54990000; PY; 375000000000; QA; 185000000; RO; 269990000; RS; 6499000000; RU; 4199000000; SA; 214990000; SE; 669000000; SG; 72990000; SI; 54990000; SK; 54990000; SV; 49990000; TH; 1900000000; TR; 1539990000; TW; 1640000000; TZ; 119000000000; UA; 2199990000; US; 49990000; VN; 1200000000000; ZA; 1099990000,4638086996150191502,,,,false
com.fungames.sniper3d.discountofferpack1,published,managed_by_android,false,en-US; Discount Item for Sniper 3D; Discount offered after eligible purchase,false,IE; 84500000; AE; 354990000; AT; 99990000; AU; 149990000; BD; 10000000000; BE; 99990000; BG; 199990000; BH; 99990000; BO; 629990000; BR; 439990000; CA; 119990000; CH; 80000000; CL; 88000000000; CO; 384000000000; CR; 50000000000; CY; 99990000; CZ; 2399990000; DE; 99990000; DK; 789000000; DZ; 12500000000; EC; 89990000; EE; 99990000; EG; 2849990000; ES; 99990000; FI; 104990000; FR; 99990000; GB; 86990000; GH; 1300000000; GR; 104990000; HR; 104990000; HU; 39499000000; ID; 1390000000000; IE; 104990000; IL; 325000000; IN; 8900000000; IT; 104990000; JO; 65500000; JP; 13200000000; KE; 15000000000; KH; 89990000; KR; 130000000000; KW; 89990000; KZ; 45990000000; LI; 90000000; LK; 28375000000; LT; 99990000; LU; 99990000; LV; 99990000; MA; 1099990000; MO; 739000000; MX; 1849000000; MY; 454990000; NG; 74000000000; NL; 99990000; NO; 1249000000; NZ; 169990000; OM; 94990000; PA; 89990000; PE; 334990000; PH; 5150000000; PK; 26400000000; PL; 459990000; PT; 104990000; PY; 650000000000; QA; 335000000; RO; 499990000; RS; 11999000000; RU; 7790000000; SA; 399990000; SE; 1249000000; SG; 129990000; SI; 104990000; SK; 99990000; SV; 89990000; TH; 3475000000; TR; 2819990000; TW; 3010000000; TZ; 219000000000; UA; 4099990000; US; 89990000; VN; 2150000000000; ZA; 1999990000,4636744138986532777,DIGITAL_CONTENT,,,false
com.fungames.sniper3d.discountofferpack10,published,managed_by_android,false,en-US; Discount Item for Sniper 3D; Discount offered after eligible purchase,false,IE; 25000000; AE; 104990000; AT; 29990000; AU; 44990000; BD; 3000000000; BE; 29990000; BG; 58990000; BH; 29990000; BO; 184990000; BR; 129990000; CA; 35990000; CH; 24000000; CL; 26200000000; CO; 114000000000; CR; 14900000000; CY; 29990000; CZ; 699990000; DE; 29990000; DK; 235000000; DZ; 3700000000; EC; 26990000; EE; 29990000; EG; 839990000; ES; 29990000; FI; 30990000; FR; 29990000; GB; 25490000; GH; 380000000; GR; 30990000; HR; 30990000; HU; 11499000000; ID; 409000000000; IE; 30990000; IL; 99000000; IN; 2650000000; IT; 30990000; JO; 19350000; JP; 3920000000; KE; 4400000000; KH; 26990000; KR; 39000000000; KW; 26990000; KZ; 13990000000; LI; 26000000; LK; 8400000000; LT; 29990000; LU; 28990000; LV; 29990000; MA; 324990000; MO; 219000000; MX; 539000000; MY; 134990000; NG; 22000000000; NL; 29990000; NO; 365000000; NZ; 49990000; OM; 28990000; PA; 26990000; PE; 98990000; PH; 1500000000; PK; 7800000000; PL; 134990000; PT; 30990000; PY; 200000000000; QA; 99000000; RO; 144990000; RS; 3499000000; RU; 2299000000; SA; 119990000; SE; 365000000; SG; 39980000; SI; 30990000; SK; 29990000; SV; 26990000; TH; 1025000000; TR; 829990000; TW; 890000000; TZ; 65000000000; UA; 1199990000; US; 26990000; VN; 642000000000; ZA; 589990000,4636850169894414969,DIGITAL_CONTENT,,,false
com.fungames.sniper3d.discountofferpack11,published,managed_by_android,false,en-US; Discount Item for Sniper 3D; Discount offered after eligible purchase,false,IE; 23000000; AE; 96990000; AT; 27990000; AU; 40990000; BD; 2700000000; BE; 27990000; BG; 53990000; BH; 27990000; BO; 169990000; BR; 119990000; CA; 32990000; CH; 22000000; CL; 24100000000; CO; 105000000000; CR; 13700000000; CY; 26990000; CZ; 649990000; DE; 26990000; DK; 215000000; DZ; 3400000000; EC; 24990000; EE; 27990000; EG; 779990000; ES; 27990000; FI; 28990000; FR; 27990000; GB; 23490000; GH; 350000000; GR; 28990000; HR; 28990000; HU; 10999000000; ID; 379000000000; IE; 27990000; IL; 91000000; IN; 2450000000; IT; 27990000; JO; 17800000; JP; 3600000000; KE; 4100000000; KH; 24990000; KR; 36000000000; KW; 24990000; KZ; 12990000000; LI; 24000000; LK; 7725000000; LT; 27990000; LU; 26990000; LV; 27990000; MA; 299990000; MO; 199000000; MX; 499000000; MY; 124990000; NG; 20000000000; NL; 27990000; NO; 335000000; NZ; 46990000; OM; 25990000; PA; 24990000; PE; 90990000; PH; 1400000000; PK; 7200000000; PL; 124990000; PT; 27990000; PY; 175000000000; QA; 91000000; RO; 134990000; RS; 3199000000; RU; 2099000000; SA; 109990000; SE; 335000000; SG; 36980000; SI; 27990000; SK; 27990000; SV; 24990000; TH; 950000000; TR; 769990000; TW; 820000000; TZ; 59000000000; UA; 1099990000; US; 24990000; VN; 590000000000; ZA; 539990000,4638226505856533827,DIGITAL_CONTENT,,,false
com.fungames.sniper3d.discountofferpack12,published,managed_by_android,false,en-US; Discount Item for Sniper 3D; Discount offered after eligible purchase,false,IE; 22000000; AE; 92990000; AT; 25990000; AU; 39990000; BD; 2600000000; BE; 26990000; BG; 51990000; BH; 25990000; BO; 164990000; BR; 114990000; CA; 31990000; CH; 21000000; CL; 23000000000; CO; 100000000000; CR; 13100000000; CY; 25990000; CZ; 649990000; DE; 25990000; DK; 205000000; DZ; 3250000000; EC; 23990000; EE; 25990000; EG; 739990000; ES; 26990000; FI; 26990000; FR; 25990000; GB; 22490000; GH; 330000000; GR; 26990000; HR; 27990000; HU; 10499000000; ID; 359000000000; IE; 26990000; IL; 87000000; IN; 2300000000; IT; 26990000; JO; 17050000; JP; 3450000000; KE; 3900000000; KH; 23990000; KR; 34000000000; KW; 23990000; KZ; 11990000000; LI; 23000000; LK; 7400000000; LT; 26990000; LU; 25990000; LV; 26990000; MA; 284990000; MO; 198000000; MX; 475000000; MY; 119990000; NG; 19500000000; NL; 26990000; NO; 319000000; NZ; 44990000; OM; 24990000; PA; 23990000; PE; 86990000; PH; 1350000000; PK; 6900000000; PL; 119990000; PT; 26990000; PY; 175000000000; QA; 87000000; RO; 129990000; RS; 3099000000; RU; 1999000000; SA; 104990000; SE; 319000000; SG; 34990000; SI; 26990000; SK; 25990000; SV; 23990000; TH; 900000000; TR; 729990000; TW; 780000000; TZ; 57000000000; UA; 1049990000; US; 23990000; VN; 565000000000; ZA; 519990000,4634997709548935574,DIGITAL_CONTENT,,,false
com.fungames.sniper3d.discountofferpack13,published,managed_by_android,false,en-US; Discount Item for Sniper 3D; Discount offered after eligible purchase,false,IE; 18000000; AE; 75990000; AT; 21990000; AU; 31990000; BD; 2100000000; BE; 21990000; BG; 41990000; BH; 21990000; BO; 134990000; BR; 93990000; CA; 25990000; CH; 18000000; CL; 18800000000; CO; 82000000000; CR; 10700000000; CY; 20990000; CZ; 499990000; DE; 20990000; DK; 169000000; DZ; 2650000000; EC; 19990000; EE; 21990000; EG; 609990000; ES; 21990000; FI; 21990000; FR; 21990000; GB; 18490000; GH; 270000000; GR; 21990000; HR; 22990000; HU; 8399000000; ID; 299000000000; IE; 21990000; IL; 71000000; IN; 1900000000; IT; 21990000; JO; 13950000; JP; 2820000000; KE; 3200000000; KH; 19990000; KR; 28000000000; KW; 19990000; KZ; 9890000000; LI; 19000000; LK; 6050000000; LT; 21990000; LU; 20990000; LV; 21990000; MA; 234990000; MO; 158000000; MX; 389000000; MY; 96990000; NG; 16000000000; NL; 21990000; NO; 265000000; NZ; 36990000; OM; 20990000; PA; 19990000; PE; 70990000; PH; 1100000000; PK; 5600000000; PL; 97990000; PT; 21990000; PY; 150000000000; QA; 72000000; RO; 104990000; RS; 2499000000; RU; 1690000000; SA; 84990000; SE; 265000000; SG; 28980000; SI; 21990000; SK; 21990000; SV; 19990000; TH; 750000000; TR; 599990000; TW; 640000000; TZ; 47000000000; UA; 869990000; US; 19990000; VN; 462000000000; ZA; 419990000,4635868245621320290,DIGITAL_CONTENT,,,false
com.fungames.sniper3d.discountofferpack14,published,managed_by_android,false,en-US; Discount Item for Sniper 3D; Discount offered after eligible purchase,false,IE; 16500000; AE; 68990000; AT; 19990000; AU; 29990000; BD; 2000000000; BE; 19990000; BG; 38990000; BH; 19990000; BO; 124990000; BR; 85990000; CA; 23990000; CH; 16000000; CL; 17300000000; CO; 75000000000; CR; 9800000000; CY; 19990000; CZ; 469990000; DE; 19990000; DK; 155000000; DZ; 2450000000; EC; 17990000; EE; 19990000; EG; 559990000; ES; 19990000; FI; 19990000; FR; 19990000; GB; 16990000; GH; 250000000; GR; 19990000; HR; 20990000; HU; 7699000000; ID; 269000000000; IE; 19990000; IL; 65000000; IN; 1750000000; IT; 19990000; JO; 12750000; JP; 2580000000; KE; 2900000000; KH; 17990000; KR; 26000000000; KW; 17990000; KZ; 9090000000; LI; 17000000; LK; 5550000000; LT; 19990000; LU; 18990000; LV; 19990000; MA; 214990000; MO; 148000000; MX; 359000000; MY; 88990000; NG; 14500000000; NL; 19990000; NO; 239000000; NZ; 33990000; OM; 18990000; PA; 17990000; PE; 65990000; PH; 1000000000; PK; 5200000000; PL; 89990000; PT; 19990000; PY; 125000000000; QA; 66000000; RO; 94990000; RS; 2299000000; RU; 1499000000; SA; 77990000; SE; 239000000; SG; 25990000; SI; 19990000; SK; 19990000; SV; 17990000; TH; 675000000; TR; 549990000; TW; 590000000; TZ; 43000000000; UA; 799990000; US; 17990000; VN; 424000000000; ZA; 384990000,4635572337190941838,DIGITAL_CONTENT,,,false
com.fungames.sniper3d.discountofferpack15,published,managed_by_android,false,en-US; Discount Item for Sniper 3D; Discount offered after eligible purchase,false,IE; 15100000; AE; 63990000; AT; 17990000; AU; 26990000; BD; 1800000000; BE; 17990000; BG; 34990000; BH; 17990000; BO; 114990000; BR; 78990000; CA; 21990000; CH; 15000000; CL; 15800000000; CO; 69000000000; CR; 9000000000; CY; 17990000; CZ; 429990000; DE; 17990000; DK; 139000000; DZ; 2225000000; EC; 15990000; EE; 17990000; EG; 509990000; ES; 17990000; FI; 18990000; FR; 17990000; GB; 15490000; GH; 230000000; GR; 18990000; HR; 18990000; HU; 7090000000; ID; 249000000000; IE; 18990000; IL; 59900000; IN; 1600000000; IT; 17990000; JO; 11700000; JP; 2360000000; KE; 2700000000; KH; 15990000; KR; 24000000000; KW; 15990000; KZ; 8290000000; LI; 16000000; LK; 5075000000; LT; 17990000; LU; 17990000; LV; 17990000; MA; 194990000; MO; 129000000; MX; 329000000; MY; 81990000; NG; 13000000000; NL; 17990000; NO; 219000000; NZ; 30990000; OM; 16990000; PA; 15990000; PE; 59990000; PH; 919000000; PK; 4700000000; PL; 81990000; PT; 18990000; PY; 125000000000; QA; 60000000; RO; 89990000; RS; 2099000000; RU; 1390000000; SA; 70990000; SE; 219000000; SG; 23990000; SI; 17990000; SK; 17990000; SV; 15990000; TH; 625000000; TR; 499990000; TW; 540000000; TZ; 39000000000; UA; 729990000; US; 15990000; VN; 388000000000; ZA; 354990000,4636998320481368032,DIGITAL_CONTENT,,,false
com.fungames.sniper3d.discountofferpack16,published,managed_by_android,false,en-US; Discount Item for Sniper 3D; Discount offered after eligible purchase,false,IE; 13500000; AE; 56990000; AT; 15990000; AU; 23990000; BD; 1600000000; BE; 15990000; BG; 31990000; BH; 15990000; BO; 99990000; BR; 69990000; CA; 18990000; CH; 13000000; CL; 14100000000; CO; 61000000000; CR; 8000000000; CY; 15990000; CZ; 389990000; DE; 15990000; DK; 125000000; DZ; 2000000000; EC; 14990000; EE; 15990000; EG; 459990000; ES; 15990000; FI; 16990000; FR; 15990000; GB; 13990000; GH; 210000000; GR; 16990000; HR; 16990000; HU; 6299000000; ID; 219000000000; IE; 16990000; IL; 53900000; IN; 1450000000; IT; 15990000; JO; 10450000; JP; 2120000000; KE; 2400000000; KH; 14990000; KR; 21000000000; KW; 14990000; KZ; 7390000000; LI; 14000000; LK; 4550000000; LT; 15990000; LU; 15990000; LV; 15990000; MA; 174990000; MO; 119000000; MX; 295000000; MY; 72990000; NG; 12000000000; NL; 15990000; NO; 199000000; NZ; 26990000; OM; 14990000; PA; 14990000; PE; 53990000; PH; 820000000; PK; 4200000000; PL; 73990000; PT; 16990000; PY; 100000000000; QA; 54000000; RO; 79990000; RS; 1899000000; RU; 1199000000; SA; 63990000; SE; 199000000; SG; 21980000; SI; 15990000; SK; 15990000; SV; 14990000; TH; 550000000; TR; 449990000; TW; 480000000; TZ; 35000000000; UA; 649990000; US; 14990000; VN; 347000000000; ZA; 314990000,4635041236775796264,DIGITAL_CONTENT,,,false
